filename,semester,course,instructor,question_number,question_text,response_option,weight,frequency,percentage,response_rate,mean,std,median
KOREAN-102-002_Eun__Barohny_Spring_2024.html,Spring 2024,KOREAN-102-002 : ELEMENTARY KOREAN.KOREAN-102-002.,Barohny Eun,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",Excellent,(5),7,77.78%,9/11 (81.82%),4.78,0.44,5.00
KOREAN-102-002_Eun__Barohny_Spring_2024.html,Spring 2024,KOREAN-102-002 : ELEMENTARY KOREAN.KOREAN-102-002.,Barohny Eun,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",Poor,(1),0,0.00%,9/11 (81.82%),4.89,0.33,5.00
KOREAN-102-002_Eun__Barohny_Spring_2024.html,Spring 2024,KOREAN-102-002 : ELEMENTARY KOREAN.KOREAN-102-002.,Barohny Eun,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",Marginal,(2),0,0.00%,9/11 (81.82%),4.89,0.33,5.00
KOREAN-102-002_Eun__Barohny_Spring_2024.html,Spring 2024,KOREAN-102-002 : ELEMENTARY KOREAN.KOREAN-102-002.,Barohny Eun,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",Average,(3),0,0.00%,9/11 (81.82%),4.89,0.33,5.00
KOREAN-102-002_Eun__Barohny_Spring_2024.html,Spring 2024,KOREAN-102-002 : ELEMENTARY KOREAN.KOREAN-102-002.,Barohny Eun,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",Very Good,(4),1,11.11%,9/11 (81.82%),4.89,0.33,5.00
KOREAN-102-002_Eun__Barohny_Spring_2024.html,Spring 2024,KOREAN-102-002 : ELEMENTARY KOREAN.KOREAN-102-002.,Barohny Eun,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",Excellent,(5),8,88.89%,9/11 (81.82%),4.89,0.33,5.00
KOREAN-102-002_Eun__Barohny_Spring_2024.html,Spring 2024,KOREAN-102-002 : ELEMENTARY KOREAN.KOREAN-102-002.,Barohny Eun,7,What would you like to say about this course to a student who is considering taking it in the future?,,,,,,,,
KOREAN-102-002_Eun__Barohny_Spring_2024.html,Spring 2024,KOREAN-102-002 : ELEMENTARY KOREAN.KOREAN-102-002.,Barohny Eun,8,The course was difficult.,Strongly disagree,(1),1,11.11%,9/11 (81.82%),2.89,1.17,3.00
KOREAN-102-002_Eun__Barohny_Spring_2024.html,Spring 2024,KOREAN-102-002 : ELEMENTARY KOREAN.KOREAN-102-002.,Barohny Eun,8,The course was difficult.,Disagree,(2),2,22.22%,9/11 (81.82%),2.89,1.17,3.00
KOREAN-102-002_Eun__Barohny_Spring_2024.html,Spring 2024,KOREAN-102-002 : ELEMENTARY KOREAN.KOREAN-102-002.,Barohny Eun,8,The course was difficult.,Neither agree nor disagree,(3),4,44.44%,9/11 (81.82%),2.89,1.17,3.00
KOREAN-102-002_Eun__Barohny_Spring_2024.html,Spring 2024,KOREAN-102-002 : ELEMENTARY KOREAN.KOREAN-102-002.,Barohny Eun,8,The course was difficult.,Agree,(4),1,11.11%,9/11 (81.82%),2.89,1.17,3.00
KOREAN-102-002_Eun__Barohny_Spring_2024.html,Spring 2024,KOREAN-102-002 : ELEMENTARY KOREAN.KOREAN-102-002.,Barohny Eun,8,The course was difficult.,Strongly agree,(5),1,11.11%,9/11 (81.82%),2.89,1.17,3.00
KOREAN-102-002_Eun__Barohny_Spring_2024.html,Spring 2024,KOREAN-102-002 : ELEMENTARY KOREAN.KOREAN-102-002.,Barohny Eun,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,1,(1),0,0.00%,9/11 (81.82%),3.11,1.45,3.00
KOREAN-102-002_Eun__Barohny_Spring_2024.html,Spring 2024,KOREAN-102-002 : ELEMENTARY KOREAN.KOREAN-102-002.,Barohny Eun,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,2,(2),4,44.44%,9/11 (81.82%),3.11,1.45,3.00
KOREAN-102-002_Eun__Barohny_Spring_2024.html,Spring 2024,KOREAN-102-002 : ELEMENTARY KOREAN.KOREAN-102-002.,Barohny Eun,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,3,(3),3,33.33%,9/11 (81.82%),3.11,1.45,3.00
KOREAN-102-002_Eun__Barohny_Spring_2024.html,Spring 2024,KOREAN-102-002 : ELEMENTARY KOREAN.KOREAN-102-002.,Barohny Eun,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,4,(4),0,0.00%,9/11 (81.82%),3.11,1.45,3.00
KOREAN-102-002_Eun__Barohny_Spring_2024.html,Spring 2024,KOREAN-102-002 : ELEMENTARY KOREAN.KOREAN-102-002.,Barohny Eun,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,5,(5),1,11.11%,9/11 (81.82%),3.11,1.45,3.00
KOREAN-102-002_Eun__Barohny_Spring_2024.html,Spring 2024,KOREAN-102-002 : ELEMENTARY KOREAN.KOREAN-102-002.,Barohny Eun,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,6,(6),1,11.11%,9/11 (81.82%),3.11,1.45,3.00
KOREAN-102-002_Eun__Barohny_Spring_2024.html,Spring 2024,KOREAN-102-002 : ELEMENTARY KOREAN.KOREAN-102-002.,Barohny Eun,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,7,(7),0,0.00%,9/11 (81.82%),3.11,1.45,3.00
KOREAN-102-002_Eun__Barohny_Spring_2024.html,Spring 2024,KOREAN-102-002 : ELEMENTARY KOREAN.KOREAN-102-002.,Barohny Eun,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,8,(8),0,0.00%,9/11 (81.82%),3.11,1.45,3.00
KOREAN-102-002_Eun__Barohny_Spring_2024.html,Spring 2024,KOREAN-102-002 : ELEMENTARY KOREAN.KOREAN-102-002.,Barohny Eun,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,9,(9),0,0.00%,9/11 (81.82%),3.11,1.45,3.00
KOREAN-102-002_Eun__Barohny_Spring_2024.html,Spring 2024,KOREAN-102-002 : ELEMENTARY KOREAN.KOREAN-102-002.,Barohny Eun,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,10+,(10),0,0.00%,9/11 (81.82%),3.11,1.45,3.00
KOREAN-102-01_Kim__Eunyoung_Fall_2024.html,Fall 2024,KOREAN-102-01 : ELEMENTARY KOREAN.KOREAN-102-01.,Eunyoung Kim,1,"What knowledge, methods, skills, insights, or ways of thinking did you develop in this course? Please describe three specific things you learned.",,,,,,,,
KOREAN-102-01_Kim__Eunyoung_Fall_2024.html,Fall 2024,KOREAN-102-01 : ELEMENTARY KOREAN.KOREAN-102-01.,Eunyoung Kim,2,"Reflecting on the overall learning environment of this class, in what ways did the instructor(s) and the structure or components of the course facilitate your learning? Are there specific course components or methods of instruction you’d keep for future years?",,,,,,,,
KOREAN-102-01_Kim__Eunyoung_Fall_2024.html,Fall 2024,KOREAN-102-01 : ELEMENTARY KOREAN.KOREAN-102-01.,Eunyoung Kim,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",Poor,(1),0,0.00%,6/6 (100%),4.33,0.82,4.50
KOREAN-102-01_Kim__Eunyoung_Fall_2024.html,Fall 2024,KOREAN-102-01 : ELEMENTARY KOREAN.KOREAN-102-01.,Eunyoung Kim,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",Marginal,(2),0,0.00%,6/6 (100%),4.33,0.82,4.50
KOREAN-102-01_Kim__Eunyoung_Fall_2024.html,Fall 2024,KOREAN-102-01 : ELEMENTARY KOREAN.KOREAN-102-01.,Eunyoung Kim,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",Average,(3),1,16.67%,6/6 (100%),4.33,0.82,4.50
KOREAN-102-01_Kim__Eunyoung_Fall_2024.html,Fall 2024,KOREAN-102-01 : ELEMENTARY KOREAN.KOREAN-102-01.,Eunyoung Kim,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",Very Good,(4),2,33.33%,6/6 (100%),4.33,0.82,4.50
KOREAN-102-01_Kim__Eunyoung_Fall_2024.html,Fall 2024,KOREAN-102-01 : ELEMENTARY KOREAN.KOREAN-102-01.,Eunyoung Kim,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",Excellent,(5),3,50.00%,6/6 (100%),4.33,0.82,4.50
KOREAN-102-01_Kim__Eunyoung_Fall_2024.html,Fall 2024,KOREAN-102-01 : ELEMENTARY KOREAN.KOREAN-102-01.,Eunyoung Kim,4,What made this class stimulating or how could it be more intellectually stimulating if it wasn’t?,,,,,,,,
KOREAN-102-01_Kim__Eunyoung_Fall_2024.html,Fall 2024,KOREAN-102-01 : ELEMENTARY KOREAN.KOREAN-102-01.,Eunyoung Kim,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",Poor,(1),0,0.00%,6/6 (100%),4.33,0.52,4.00
KOREAN-102-01_Kim__Eunyoung_Fall_2024.html,Fall 2024,KOREAN-102-01 : ELEMENTARY KOREAN.KOREAN-102-01.,Eunyoung Kim,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",Marginal,(2),0,0.00%,6/6 (100%),4.33,0.52,4.00
KOREAN-102-01_Kim__Eunyoung_Fall_2024.html,Fall 2024,KOREAN-102-01 : ELEMENTARY KOREAN.KOREAN-102-01.,Eunyoung Kim,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",Average,(3),0,0.00%,6/6 (100%),4.33,0.52,4.00
KOREAN-102-01_Kim__Eunyoung_Fall_2024.html,Fall 2024,KOREAN-102-01 : ELEMENTARY KOREAN.KOREAN-102-01.,Eunyoung Kim,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",Very Good,(4),4,66.67%,6/6 (100%),4.33,0.52,4.00
KOREAN-102-01_Kim__Eunyoung_Fall_2024.html,Fall 2024,KOREAN-102-01 : ELEMENTARY KOREAN.KOREAN-102-01.,Eunyoung Kim,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",Excellent,(5),2,33.33%,6/6 (100%),4.33,0.52,4.00
KOREAN-102-01_Kim__Eunyoung_Fall_2024.html,Fall 2024,KOREAN-102-01 : ELEMENTARY KOREAN.KOREAN-102-01.,Eunyoung Kim,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",Poor,(1),0,0.00%,6/6 (100%),4.83,0.41,5.00
KOREAN-102-01_Kim__Eunyoung_Fall_2024.html,Fall 2024,KOREAN-102-01 : ELEMENTARY KOREAN.KOREAN-102-01.,Eunyoung Kim,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",Marginal,(2),0,0.00%,6/6 (100%),4.83,0.41,5.00
KOREAN-102-01_Kim__Eunyoung_Fall_2024.html,Fall 2024,KOREAN-102-01 : ELEMENTARY KOREAN.KOREAN-102-01.,Eunyoung Kim,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",Average,(3),0,0.00%,6/6 (100%),4.83,0.41,5.00
KOREAN-102-01_Kim__Eunyoung_Fall_2024.html,Fall 2024,KOREAN-102-01 : ELEMENTARY KOREAN.KOREAN-102-01.,Eunyoung Kim,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",Very Good,(4),1,16.67%,6/6 (100%),4.83,0.41,5.00
KOREAN-102-01_Kim__Eunyoung_Fall_2024.html,Fall 2024,KOREAN-102-01 : ELEMENTARY KOREAN.KOREAN-102-01.,Eunyoung Kim,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",Excellent,(5),5,83.33%,6/6 (100%),4.83,0.41,5.00
KOREAN-102-01_Kim__Eunyoung_Fall_2024.html,Fall 2024,KOREAN-102-01 : ELEMENTARY KOREAN.KOREAN-102-01.,Eunyoung Kim,7,What would you like to say about this course to a student who is considering taking it in the future?,,,,,,,,
KOREAN-102-01_Kim__Eunyoung_Fall_2024.html,Fall 2024,KOREAN-102-01 : ELEMENTARY KOREAN.KOREAN-102-01.,Eunyoung Kim,8,The course was difficult.,Strongly disagree,(1),0,0.00%,6/6 (100%),2.83,0.75,3.00
KOREAN-102-01_Kim__Eunyoung_Fall_2024.html,Fall 2024,KOREAN-102-01 : ELEMENTARY KOREAN.KOREAN-102-01.,Eunyoung Kim,8,The course was difficult.,Disagree,(2),2,33.33%,6/6 (100%),2.83,0.75,3.00
KOREAN-102-01_Kim__Eunyoung_Fall_2024.html,Fall 2024,KOREAN-102-01 : ELEMENTARY KOREAN.KOREAN-102-01.,Eunyoung Kim,8,The course was difficult.,Neither agree nor disagree,(3),3,50.00%,6/6 (100%),2.83,0.75,3.00
KOREAN-102-01_Kim__Eunyoung_Fall_2024.html,Fall 2024,KOREAN-102-01 : ELEMENTARY KOREAN.KOREAN-102-01.,Eunyoung Kim,8,The course was difficult.,Agree,(4),1,16.67%,6/6 (100%),2.83,0.75,3.00
KOREAN-102-01_Kim__Eunyoung_Fall_2024.html,Fall 2024,KOREAN-102-01 : ELEMENTARY KOREAN.KOREAN-102-01.,Eunyoung Kim,8,The course was difficult.,Strongly agree,(5),0,0.00%,6/6 (100%),2.83,0.75,3.00
KOREAN-102-01_Kim__Eunyoung_Fall_2024.html,Fall 2024,KOREAN-102-01 : ELEMENTARY KOREAN.KOREAN-102-01.,Eunyoung Kim,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,1,(1),1,16.67%,6/6 (100%),3.33,2.07,3.00
KOREAN-102-01_Kim__Eunyoung_Fall_2024.html,Fall 2024,KOREAN-102-01 : ELEMENTARY KOREAN.KOREAN-102-01.,Eunyoung Kim,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,2,(2),1,16.67%,6/6 (100%),3.33,2.07,3.00
KOREAN-102-01_Kim__Eunyoung_Fall_2024.html,Fall 2024,KOREAN-102-01 : ELEMENTARY KOREAN.KOREAN-102-01.,Eunyoung Kim,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,3,(3),2,33.33%,6/6 (100%),3.33,2.07,3.00
KOREAN-102-01_Kim__Eunyoung_Fall_2024.html,Fall 2024,KOREAN-102-01 : ELEMENTARY KOREAN.KOREAN-102-01.,Eunyoung Kim,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,4,(4),1,16.67%,6/6 (100%),3.33,2.07,3.00
KOREAN-102-01_Kim__Eunyoung_Fall_2024.html,Fall 2024,KOREAN-102-01 : ELEMENTARY KOREAN.KOREAN-102-01.,Eunyoung Kim,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,5,(5),0,0.00%,6/6 (100%),3.33,2.07,3.00
KOREAN-102-01_Kim__Eunyoung_Fall_2024.html,Fall 2024,KOREAN-102-01 : ELEMENTARY KOREAN.KOREAN-102-01.,Eunyoung Kim,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,6,(6),0,0.00%,6/6 (100%),3.33,2.07,3.00
KOREAN-102-01_Kim__Eunyoung_Fall_2024.html,Fall 2024,KOREAN-102-01 : ELEMENTARY KOREAN.KOREAN-102-01.,Eunyoung Kim,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,7,(7),1,16.67%,6/6 (100%),3.33,2.07,3.00
KOREAN-102-01_Kim__Eunyoung_Fall_2024.html,Fall 2024,KOREAN-102-01 : ELEMENTARY KOREAN.KOREAN-102-01.,Eunyoung Kim,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,8,(8),0,0.00%,6/6 (100%),3.33,2.07,3.00
KOREAN-102-01_Kim__Eunyoung_Fall_2024.html,Fall 2024,KOREAN-102-01 : ELEMENTARY KOREAN.KOREAN-102-01.,Eunyoung Kim,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,9,(9),0,0.00%,6/6 (100%),3.33,2.07,3.00
KOREAN-102-01_Kim__Eunyoung_Fall_2024.html,Fall 2024,KOREAN-102-01 : ELEMENTARY KOREAN.KOREAN-102-01.,Eunyoung Kim,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,10+,(10),0,0.00%,6/6 (100%),3.33,2.07,3.00
KOREAN-203-01_Kim__Eunyoung_Spring_2025.html,Spring 2025,KOREAN-203-01 : INTERMEDIATE KOREAN.KOREAN-203-01.,Eunyoung Kim,1,"What knowledge, methods, skills, insights, or ways of thinking did you develop in this course? Please describe three specific things you learned.",,,,,,,,
KOREAN-203-01_Kim__Eunyoung_Spring_2025.html,Spring 2025,KOREAN-203-01 : INTERMEDIATE KOREAN.KOREAN-203-01.,Eunyoung Kim,2,"Reflecting on the overall learning environment of this class, in what ways did the instructor(s) and the structure or components of the course facilitate your learning? Are there specific course components or methods of instruction you’d keep for future years?",,,,,,,,
KOREAN-203-01_Kim__Eunyoung_Spring_2025.html,Spring 2025,KOREAN-203-01 : INTERMEDIATE KOREAN.KOREAN-203-01.,Eunyoung Kim,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",Poor,(1),0,0.00%,11/11 (100%),4.45,0.52,4.00
KOREAN-203-01_Kim__Eunyoung_Spring_2025.html,Spring 2025,KOREAN-203-01 : INTERMEDIATE KOREAN.KOREAN-203-01.,Eunyoung Kim,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",Marginal,(2),0,0.00%,11/11 (100%),4.45,0.52,4.00
KOREAN-203-01_Kim__Eunyoung_Spring_2025.html,Spring 2025,KOREAN-203-01 : INTERMEDIATE KOREAN.KOREAN-203-01.,Eunyoung Kim,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",Average,(3),0,0.00%,11/11 (100%),4.45,0.52,4.00
KOREAN-203-01_Kim__Eunyoung_Spring_2025.html,Spring 2025,KOREAN-203-01 : INTERMEDIATE KOREAN.KOREAN-203-01.,Eunyoung Kim,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",Very Good,(4),6,54.55%,11/11 (100%),4.45,0.52,4.00
KOREAN-203-01_Kim__Eunyoung_Spring_2025.html,Spring 2025,KOREAN-203-01 : INTERMEDIATE KOREAN.KOREAN-203-01.,Eunyoung Kim,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",Excellent,(5),5,45.45%,11/11 (100%),4.45,0.52,4.00
KOREAN-203-01_Kim__Eunyoung_Spring_2025.html,Spring 2025,KOREAN-203-01 : INTERMEDIATE KOREAN.KOREAN-203-01.,Eunyoung Kim,4,What made this class stimulating or how could it be more intellectually stimulating if it wasn’t?,,,,,,,,
KOREAN-203-01_Kim__Eunyoung_Spring_2025.html,Spring 2025,KOREAN-203-01 : INTERMEDIATE KOREAN.KOREAN-203-01.,Eunyoung Kim,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",Poor,(1),0,0.00%,11/11 (100%),4.55,0.52,5.00
KOREAN-203-01_Kim__Eunyoung_Spring_2025.html,Spring 2025,KOREAN-203-01 : INTERMEDIATE KOREAN.KOREAN-203-01.,Eunyoung Kim,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",Marginal,(2),0,0.00%,11/11 (100%),4.55,0.52,5.00
KOREAN-203-01_Kim__Eunyoung_Spring_2025.html,Spring 2025,KOREAN-203-01 : INTERMEDIATE KOREAN.KOREAN-203-01.,Eunyoung Kim,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",Average,(3),0,0.00%,11/11 (100%),4.55,0.52,5.00
KOREAN-203-01_Kim__Eunyoung_Spring_2025.html,Spring 2025,KOREAN-203-01 : INTERMEDIATE KOREAN.KOREAN-203-01.,Eunyoung Kim,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",Very Good,(4),5,45.45%,11/11 (100%),4.55,0.52,5.00
KOREAN-203-01_Kim__Eunyoung_Spring_2025.html,Spring 2025,KOREAN-203-01 : INTERMEDIATE KOREAN.KOREAN-203-01.,Eunyoung Kim,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",Excellent,(5),6,54.55%,11/11 (100%),4.55,0.52,5.00
KOREAN-203-01_Kim__Eunyoung_Spring_2025.html,Spring 2025,KOREAN-203-01 : INTERMEDIATE KOREAN.KOREAN-203-01.,Eunyoung Kim,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",Poor,(1),0,0.00%,10/11 (90.91%),4.80,0.42,5.00
KOREAN-203-01_Kim__Eunyoung_Spring_2025.html,Spring 2025,KOREAN-203-01 : INTERMEDIATE KOREAN.KOREAN-203-01.,Eunyoung Kim,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",Marginal,(2),0,0.00%,10/11 (90.91%),4.80,0.42,5.00
KOREAN-203-01_Kim__Eunyoung_Spring_2025.html,Spring 2025,KOREAN-203-01 : INTERMEDIATE KOREAN.KOREAN-203-01.,Eunyoung Kim,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",Average,(3),0,0.00%,10/11 (90.91%),4.80,0.42,5.00
KOREAN-203-01_Kim__Eunyoung_Spring_2025.html,Spring 2025,KOREAN-203-01 : INTERMEDIATE KOREAN.KOREAN-203-01.,Eunyoung Kim,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",Very Good,(4),2,20.00%,10/11 (90.91%),4.80,0.42,5.00
KOREAN-203-01_Kim__Eunyoung_Spring_2025.html,Spring 2025,KOREAN-203-01 : INTERMEDIATE KOREAN.KOREAN-203-01.,Eunyoung Kim,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",Excellent,(5),8,80.00%,10/11 (90.91%),4.80,0.42,5.00
KOREAN-203-01_Kim__Eunyoung_Spring_2025.html,Spring 2025,KOREAN-203-01 : INTERMEDIATE KOREAN.KOREAN-203-01.,Eunyoung Kim,7,What would you like to say about this course to a student who is considering taking it in the future?,,,,,,,,
KOREAN-203-01_Kim__Eunyoung_Spring_2025.html,Spring 2025,KOREAN-203-01 : INTERMEDIATE KOREAN.KOREAN-203-01.,Eunyoung Kim,8,The course was difficult.,Strongly disagree,(1),0,0.00%,11/11 (100%),3.64,0.50,4.00
KOREAN-203-01_Kim__Eunyoung_Spring_2025.html,Spring 2025,KOREAN-203-01 : INTERMEDIATE KOREAN.KOREAN-203-01.,Eunyoung Kim,8,The course was difficult.,Disagree,(2),0,0.00%,11/11 (100%),3.64,0.50,4.00
KOREAN-203-01_Kim__Eunyoung_Spring_2025.html,Spring 2025,KOREAN-203-01 : INTERMEDIATE KOREAN.KOREAN-203-01.,Eunyoung Kim,8,The course was difficult.,Neither agree nor disagree,(3),4,36.36%,11/11 (100%),3.64,0.50,4.00
KOREAN-203-01_Kim__Eunyoung_Spring_2025.html,Spring 2025,KOREAN-203-01 : INTERMEDIATE KOREAN.KOREAN-203-01.,Eunyoung Kim,8,The course was difficult.,Agree,(4),7,63.64%,11/11 (100%),3.64,0.50,4.00
KOREAN-203-01_Kim__Eunyoung_Spring_2025.html,Spring 2025,KOREAN-203-01 : INTERMEDIATE KOREAN.KOREAN-203-01.,Eunyoung Kim,8,The course was difficult.,Strongly agree,(5),0,0.00%,11/11 (100%),3.64,0.50,4.00
KOREAN-203-01_Kim__Eunyoung_Spring_2025.html,Spring 2025,KOREAN-203-01 : INTERMEDIATE KOREAN.KOREAN-203-01.,Eunyoung Kim,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,1,(1),0,0.00%,11/11 (100%),7.18,1.47,7.00
KOREAN-203-01_Kim__Eunyoung_Spring_2025.html,Spring 2025,KOREAN-203-01 : INTERMEDIATE KOREAN.KOREAN-203-01.,Eunyoung Kim,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,2,(2),0,0.00%,11/11 (100%),7.18,1.47,7.00
KOREAN-203-01_Kim__Eunyoung_Spring_2025.html,Spring 2025,KOREAN-203-01 : INTERMEDIATE KOREAN.KOREAN-203-01.,Eunyoung Kim,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,3,(3),0,0.00%,11/11 (100%),7.18,1.47,7.00
KOREAN-203-01_Kim__Eunyoung_Spring_2025.html,Spring 2025,KOREAN-203-01 : INTERMEDIATE KOREAN.KOREAN-203-01.,Eunyoung Kim,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,4,(4),0,0.00%,11/11 (100%),7.18,1.47,7.00
KOREAN-203-01_Kim__Eunyoung_Spring_2025.html,Spring 2025,KOREAN-203-01 : INTERMEDIATE KOREAN.KOREAN-203-01.,Eunyoung Kim,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,5,(5),1,9.09%,11/11 (100%),7.18,1.47,7.00
KOREAN-203-01_Kim__Eunyoung_Spring_2025.html,Spring 2025,KOREAN-203-01 : INTERMEDIATE KOREAN.KOREAN-203-01.,Eunyoung Kim,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,6,(6),3,27.27%,11/11 (100%),7.18,1.47,7.00
KOREAN-203-01_Kim__Eunyoung_Spring_2025.html,Spring 2025,KOREAN-203-01 : INTERMEDIATE KOREAN.KOREAN-203-01.,Eunyoung Kim,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,7,(7),3,27.27%,11/11 (100%),7.18,1.47,7.00
KOREAN-203-01_Kim__Eunyoung_Spring_2025.html,Spring 2025,KOREAN-203-01 : INTERMEDIATE KOREAN.KOREAN-203-01.,Eunyoung Kim,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,8,(8),2,18.18%,11/11 (100%),7.18,1.47,7.00
KOREAN-203-01_Kim__Eunyoung_Spring_2025.html,Spring 2025,KOREAN-203-01 : INTERMEDIATE KOREAN.KOREAN-203-01.,Eunyoung Kim,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,9,(9),1,9.09%,11/11 (100%),7.18,1.47,7.00
KOREAN-203-01_Kim__Eunyoung_Spring_2025.html,Spring 2025,KOREAN-203-01 : INTERMEDIATE KOREAN.KOREAN-203-01.,Eunyoung Kim,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,10+,(10),1,9.09%,11/11 (100%),7.18,1.47,7.00
KOREAN-204-001_Kim__Eunyoung_Spring_2024.html,Spring 2024,KOREAN-204-001 : INTERMEDIATE KOREAN.KOREAN-204-001.,Eunyoung Kim,1,"What knowledge, methods, skills, insights, or ways of thinking did you develop in this course? Please describe three specific things you learned.",,,,,,,,
